A,B,C,D,E,F,G,H,I,J
0.270760836,-0.571206377,-1.464168177,0.568575038,-1.802392836,-0.936064917,-4.797169979,-10.18863104,-17.64801133,-0.758939848
0.341651221,-0.640789381,-0.592113174,0.191493827,0.824383503,-0.220352522,0.551443504,-0.017593602,0.254095249,0.167138576
1.604610363,-0.226485386,-0.031112037,-2.006127365,-0.193422145,-0.842908366,0.680780265,-3.079256822,-3.705164043,1.7356174
1.665171921,-0.778106487,1.886785599,0.674183061,1.591038542,2.001968818,1.169419356,6.860270568,9.600437888,-0.312771768
0.897588885,-0.341182313,0.329950182,0.190015724,0.781842952,0.620464927,-0.521641108,1.213784855,2.539882014,-0.225856307
0.905253863,0.40529341,1.210188195,2.528291264,2.452453262,0.662979197,4.236027154,11.82302368,21.17522558,1.313521664
0.577655186,1.105893192,1.270027006,-0.267909114,0.562246309,0.303581526,3.936892152,7.106004534,11.70929374,1.956357646
-0.239402809,-0.869355817,0.202114161,0.327842647,0.678455471,0.755875313,-1.426614088,1.412414643,1.084640981,-1.345124156
0.07585405,1.579237436,1.919313827,0.473143084,0.02898303,1.615851307,3.744580451,7.510489737,14.22870761,0.60142897
0.838518856,-1.308375662,0.049176217,-0.056431139,-0.758500922,1.084792599,-1.532429821,-2.348571953,-4.925719907,-0.334748499
0.665326792,0.971368588,3.278685655,1.007818502,1.283305751,3.856065479,7.662068169,17.18612522,27.26323711,1.13465745
-0.934033196,-2.148886606,-2.329863743,-1.660300373,-2.98145139,-1.834490468,-9.071088043,-19.52099101,-35.87953948,-1.698021158
-0.962035805,0.541245239,-0.601524014,-0.920236415,-1.16289072,-0.4589543,-0.952973294,-3.638499727,-6.625827982,0.912767529
0.009479914,0.15242489,0.190859265,-0.124592903,0.779882941,-1.144902569,0.244977088,0.254890312,1.549963435,0.567659604
-1.333181158,-1.522442247,-2.969487095,0.073167451,0.315737594,-2.098720508,-4.530291472,-11.69865468,-16.253994,-1.062709432
1.320061642,0.442381217,-0.518568887,0.096318232,0.670042186,-0.129704488,0.308518906,2.67741916,4.528392243,-0.038842961
-0.687924843,1.115395113,0.476783467,1.202966255,3.983024782,0.712416478,6.202796283,13.92553113,25.58664965,0.860898712
0.075177679,0.217951339,-1.718013607,-0.408017544,-1.406265989,-1.33423625,-3.328146733,-8.488634423,-14.20505351,-0.327434166
-0.060119379,-0.638943932,-1.209618027,-2.222573235,-1.758792743,-0.456450765,-5.063727188,-10.64933734,-21.17522618,-0.460752355
-0.981886755,-0.908323173,-2.460819373,0.045067428,1.27203063,-2.559524391,-2.823172656,-6.83764347,-7.432389486,-2.524288038
0.115071578,0.393735439,0.555488248,1.283496039,-0.719274787,3.533018918,2.204405711,7.169174982,9.76870358,0.342308132
0.532924863,-0.543602612,-0.734872774,-1.510785479,-1.212077197,-0.435322951,-1.148871424,-7.755226533,-10.93211808,-1.124376323
-1.198201072,-0.240425025,-1.443083433,-0.378898005,-0.712804606,-1.523963797,-3.849690521,-7.685621803,-14.79981597,-0.999879192
0.46837143,1.583812639,2.223882762,1.041931707,-0.172367332,2.81963725,3.276544163,11.17827093,17.06379778,1.527554371
-0.524753232,0.099380839,0.080591868,-0.073408823,0.553358735,0.564336613,1.241828782,3.936702871,6.445660416,-1.683119512
1.051049705,-1.778853324,0.2539961,-0.957269902,-0.704476535,0.447621877,-1.601853579,-3.146765534,-7.990961137,-0.919118254
1.031489959,-0.698054454,0.847198928,-3.642591954,-3.161294388,0.428356787,-3.061097837,-8.841525781,-19.83890057,-0.063145123
1.646056595,0.77774675,2.551785709,0.949851081,0.071104448,4.098082318,2.413586256,10.82935164,14.15201116,0.774388696
0.709387007,0.944249324,1.654787849,0.728986665,1.512175057,0.417598287,1.691503787,6.686731382,11.49785271,1.072785477
-0.250863881,-0.165007359,-0.106765883,-0.924894923,-1.151927931,-0.770457568,-2.386458259,-5.362500298,-9.829626694,0.28503763
-1.002514573,-0.74971873,-2.111491968,-0.758132796,-0.786241785,-4.043035916,-3.8198202,-12.32098412,-18.56474248,-0.599969261
0.178609903,0.172560433,0.43538753,0.946912118,1.994906554,1.559062883,-0.189239676,4.378673656,6.425129597,0.676051643
0.353846331,-0.486008295,0.518075776,0.563891021,-0.15219514,-0.19145564,-0.213337391,0.465702453,1.52291917,0.561273332
0.403266482,-0.23126398,-0.243976077,-1.271748229,-1.672161416,0.131918005,-2.783379786,-7.182295714,-11.8556937,-1.73325614
1.168450744,-0.123280535,0.862342206,1.22557262,1.697433829,1.153807262,1.665971343,6.898114056,10.34254576,0.724834631
1.351721793,-0.217667652,1.497374344,1.155086928,1.29319595,2.385083229,1.587616513,8.096503593,11.69831134,-0.298144139
-0.758073234,-0.637892363,-2.455172188,-0.389608975,0.101661462,-2.825785371,-3.718010369,-7.85671906,-11.87029134,1.034528702
0.064926763,0.786254707,1.767752588,1.80751581,1.790064536,1.310410502,5.873433968,13.83836263,25.1483918,1.194764583
2.040913013,-0.914115321,-0.446471459,0.113108951,0.522711681,-0.478992366,0.043382976,-0.059807623,-0.280817526,1.229594851
1.418278335,-1.095697584,-1.000827774,1.556977015,1.812278143,-1.337365143,-0.441184377,-0.593337754,1.769421045,0.004818459
-0.847152652,1.095844676,2.582575064,-0.363683605,-1.820867226,3.16239383,3.187607627,7.447122277,9.752010463,-0.303397112
-1.087469484,-0.847920656,-2.241665377,1.15548435,0.180439918,-2.699796084,-3.034817367,-5.919766516,-9.603829844,-0.38024045
-0.533395571,-1.04012116,-1.839686373,-1.486381917,-1.5468632,-2.065770042,-5.051369002,-11.89720412,-20.19510341,-2.208452773
0.06324307,-0.159374794,0.037967432,0.886501606,0.552060723,0.255805541,-0.740921652,1.367738497,1.66264554,1.58000634
-0.108726421,1.095463408,0.309449635,0.547671794,-0.310629931,0.181811155,-0.179517496,1.038427591,1.323780323,1.156691011
-0.839105517,-0.299968915,-2.113705671,1.257787129,0.150365463,-2.973590558,-2.549081329,-5.829032344,-8.453816252,-0.507634103
-0.426343946,1.935933026,1.526667628,-0.087536199,-0.705784098,3.098491558,2.153016348,7.812303734,10.99636087,3.321463848
-0.774674237,0.891878311,-1.25159993,-0.217702734,-0.135847122,-1.325600796,0.592053939,-2.170887876,-1.588066689,1.303313931
1.178026854,1.278533259,3.67997292,-0.517624306,-1.65712401,6.16892016,2.798291008,12.03358596,13.9496326,1.811278446
0.31630526,0.213810851,1.648015008,1.126888931,1.950417857,2.051549946,4.801478669,10.80425014,18.77899602,-0.893225791
-0.996100318,1.124947914,1.549630164,2.0477468,1.895040186,1.421469318,5.010075543,12.66704492,23.3684219,1.839003162
-0.282802575,2.580009317,2.361542918,-1.128851522,-1.490123702,3.348609767,5.43478788,10.3187706,16.52465073,2.312760457
-0.645038114,-0.278957946,-3.033640756,0.887813547,0.633786079,-3.217391591,-1.045830807,-5.784140955,-7.428639604,0.446384903
-0.633430925,-0.612667355,-1.595340387,-0.085776017,-0.398948837,-1.564546277,-2.127400826,-6.943366509,-9.736043571,-0.710784424
-0.328695632,0.137171571,-0.658281457,0.955510268,2.941026129,-0.418412243,2.427469132,5.411449897,10.12657547,-1.05197946
0.240283647,0.948507571,1.214814981,-0.017542772,-0.819125983,2.00277895,1.75664276,5.891246917,7.405469017,1.571016697
-1.68965092,-0.03147578,1.103222447,0.703382476,-0.002560956,0.739034655,0.561545767,2.722341652,3.559199639,-1.359215849
-1.389560279,0.560201972,0.687600105,-0.200225461,0.277116785,0.827855077,1.634360871,3.745263725,7.643305967,0.450451078
1.055485638,0.100141764,1.742313105,0.030632992,-0.822906212,0.13650727,0.331060379,1.610882144,1.089159958,1.884765111
-0.350551776,-0.761883529,-1.107284202,-0.998736728,-0.674143857,-0.839192142,-1.005713954,-5.460783475,-8.830380157,-0.64411645
-1.271828421,-0.197641928,-1.015068737,-0.294340394,-0.84799634,-2.002187514,-3.205788848,-7.389544742,-13.12094642,-1.427902234
-0.050570542,-2.157934726,0.468534179,-0.315589864,-0.441246122,0.559314388,-1.015193393,-3.629755513,-7.346265277,-2.281392959
0.18250033,-0.417713418,0.331838104,-1.616414828,-0.214644246,2.222986056,0.716458919,0.464579541,-2.997871279,-1.066515293
0.689855479,1.136307426,2.024614369,0.182691568,0.710271737,0.383893947,3.359144659,8.591485171,12.5076426,1.43537952
0.523017272,0.166937422,-0.901116547,-1.862408531,-2.56199563,0.293956314,-3.150565164,-7.6074805,-15.94458706,1.877621955
-0.656281955,-0.373211382,-1.443386634,0.840711898,2.894529319,-2.043338308,2.095827985,0.636956391,7.040222561,-0.474818882
0.49191582,0.113816538,-0.279057778,0.206513669,-1.612637414,0.133196198,-1.394702804,-3.310978403,-5.688830001,0.464185379
-1.767435649,0.694104562,1.120839375,-1.887406464,-1.920882915,0.392192697,0.006301815,-3.492844472,-6.763830339,1.412235977
-0.992790701,0.15873685,-3.539271145,0.463917481,-1.645615648,-3.656280578,-5.630600493,-11.57517975,-18.01524105,1.246479764
-0.895867472,-0.50021569,-1.266418798,0.159939552,0.983299245,0.901416787,0.274781027,0.80271367,1.562509413,0.828000108
-0.855822126,-0.457153013,-2.626783805,-0.466348653,-0.839342324,-2.639664594,-3.299231251,-9.828663069,-15.31881401,-1.603184615
-2.302671407,-0.039930912,-1.618911664,0.960972649,1.516110848,-1.597667786,0.025366468,0.157803141,2.790381849,-0.37385819
-1.77781035,-0.362266381,-2.423389878,-1.43454548,-1.0463888,-1.280043741,-4.282377927,-10.17606564,-18.58034748,0.660903673
0.306999161,0.373550405,0.685012861,-0.968301504,-0.276580246,2.03211716,0.08928533,1.560950608,0.808354482,0.950505269
-0.11256643,0.517744413,0.55784579,-1.482732727,-2.664729622,-0.923878636,-0.872365116,-6.297548606,-11.13362627,-0.267511034
1.500172576,0.288910096,3.042780203,-0.842579435,-1.552291575,3.33650052,0.643717486,6.658902783,6.716753555,0.534808912
0.052191486,-0.759191409,-3.693154299,-0.265564476,-0.53556696,-4.336112179,-5.691025275,-14.89489859,-21.24368935,-2.217957621
-0.396457315,-0.195985862,-0.414800883,0.731100289,-0.11394386,-0.960319285,-0.352258724,0.3441301,1.721804209,0.978557735
-1.894738308,1.844445345,0.394887956,-0.703432243,-2.05769573,0.423527725,-0.473932091,-1.665976666,-4.079368543,3.605596364
-0.307811536,0.017161973,0.628037557,0.88531926,1.153565941,-0.017751779,1.752862756,3.822677916,7.051047604,-0.963991026
-1.511412396,1.568623526,-1.692216778,-0.40522805,-0.167507689,-3.131868141,-1.492128377,-6.759753136,-6.28859566,1.378616597
-0.275011872,0.978842338,2.422474916,0.815528731,-0.118432711,1.09073234,5.08530943,9.804776922,16.08387472,1.385586932
-0.400183068,0.593976343,-1.368976662,-1.014944665,0.677748032,-1.09897839,-0.834819634,-4.488513036,-4.573945515,0.363992506
0.990343413,1.649680356,0.960366843,-0.888673158,-1.831305826,1.214330871,0.497905499,2.106092205,2.18926436,0.115936222
0.735375786,0.012166997,1.814471896,0.478615328,0.848735344,2.340295407,4.328994507,11.41017789,17.24958709,1.122209029
-0.709376207,-0.344045084,-0.431199502,1.704093417,-0.784604499,-1.170026792,-0.437819265,-2.378982754,-1.005177017,1.186190069
-0.02618812,0.875302696,1.385028107,-1.106931523,-1.127465477,1.106712679,0.327440594,2.579719828,0.327767084,0.080674542
0.965931115,-0.410398215,0.781995772,-0.135082976,0.338082368,1.727730365,1.259013206,1.280273616,0.957902719,1.093143042
0.45062317,0.354285229,1.66618491,1.046252613,0.815387431,0.453567522,1.970595971,7.488414445,11.18496245,0.22824673
-1.065287177,-0.79110079,-1.538281886,-1.959932167,-2.003734105,-1.92164107,-5.313677649,-12.57834469,-21.74320062,0.805120128
0.80756191,-1.212851043,-1.068024898,-0.749410105,-2.825501544,-0.358713843,-3.809939055,-13.23595102,-20.89768934,-0.544959132
1.402955819,-1.671120777,0.357919401,0.731557112,1.029571283,0.234429122,-0.793326303,-0.781259665,-1.664945685,-0.391624098
0.415990714,-0.068018072,0.365282149,-1.23173441,-2.323142065,1.114184092,-2.980151593,-5.589774223,-12.6790817,-1.141796626
0.147369879,0.410670364,1.514269103,-0.851937171,0.167162059,1.453945302,1.210991815,3.131679324,3.402642902,-1.369272607
-0.455585782,0.526806154,0.723413832,-0.023027634,-0.152799278,-2.281772364,1.624938163,-1.826572032,-0.413669215,1.571312658
1.723522138,1.123462409,1.822627603,-0.035365137,0.265492974,1.335700986,2.585110063,6.490051924,10.81096559,1.338038904
0.533457361,0.355845535,-0.349248348,-1.216499177,-1.488308649,-0.563617865,-1.118717836,-3.029719096,-6.499708929,0.84654875
1.332169852,-2.874471106,-2.005719724,-0.449408986,-1.379043763,-3.719545405,-6.003075869,-15.75516871,-26.64791174,-3.481336379
0.286561478,-0.426475658,-0.666173661,-0.643371219,-0.369530493,-0.33356159,-2.119736726,-2.909624866,-6.068978879,0.098903699
0.309422067,-0.218093074,0.501946932,-1.072584018,-0.256713911,0.580474088,0.525381682,0.922100828,-0.801336158,0.458646615
-1.935855065,-1.175034445,-2.59938562,1.294163389,3.187496527,-3.777464717,-0.591440148,-0.597016787,4.453505129,-2.129570532
0.216381827,1.330162484,1.634549919,-1.05392385,-1.066178478,1.981709186,0.901727353,2.67821236,3.454399636,1.813560827
-1.065323498,-1.507928047,-4.86869676,0.704471919,0.531536342,-4.965584081,-5.738125451,-16.66785158,-23.93581278,-2.124330804
1.966533721,0.619602087,-0.228847046,0.915824706,0.796294619,-2.350538417,2.574035486,3.626171976,7.18131506,-0.268706742
-0.254706429,0.076988599,1.759226948,-1.711678177,-3.605582001,1.832525558,-1.857274562,-3.745032267,-10.90594385,0.217568169
0.230117608,-0.796430155,-0.249997289,-0.217313366,-1.908895847,-2.119213059,-2.870505221,-10.0669413,-17.50854306,-1.632336178
0.78752737,0.089833662,0.87961825,0.060499056,-0.030421116,1.085235268,1.318891128,2.552255614,4.42299715,-0.967725811
0.406654628,-0.452457558,-1.717071034,0.50516675,2.017096431,-1.074172584,-1.333043984,-3.367913744,-1.465049695,0.083526227
-0.701089156,0.152028693,-3.364326993,0.280177134,-0.057310327,-5.467047599,-2.789437596,-12.66533601,-15.59712785,-0.590872298
0.337441783,0.261425539,-1.02910773,3.197460223,3.079895542,-1.08268301,3.710658568,8.707304753,18.67004165,0.553738308
-0.256646311,-0.65420493,-1.158746442,1.720976142,2.360003606,-0.740580244,0.002105835,0.482738923,2.405636593,-1.019305362
-0.489218879,-0.259350381,-0.985039573,0.899608751,0.375884902,-1.494971439,-2.304184274,-2.300976296,-3.964298659,0.736605364
-0.706558462,0.886832042,-0.091747444,-0.503385268,-1.152595772,0.493779325,0.7017457,0.438108836,1.181854818,0.815479195
-0.220433951,-1.211117446,-1.426956607,-0.014276619,2.258460143,0.406288098,0.399702762,2.1007906,3.05519734,-1.891461176
0.015885691,0.797179789,1.510522948,0.259351484,-0.233318417,0.837967034,1.432239741,4.210028404,6.403305888,2.264120658
0.631056726,-1.551112236,-0.307453379,-2.056621235,-3.992696078,-0.21845553,-5.917849609,-13.27049188,-26.35040567,-2.553031824
-1.234914988,-0.181354571,-0.254577841,-1.863730975,-3.500331823,0.882657296,-4.10033496,-6.987159864,-16.88045027,-0.353622165
-0.705040174,-1.750453241,-2.567654405,1.626617502,4.16169469,-2.311980963,0.914282827,0.162688658,4.733594672,-2.970558956
-0.298060059,-0.622709738,-1.454110284,-0.262149076,-0.375598489,-2.702318731,-1.241077263,-6.596323378,-10.26246193,-1.318240781
0.407556565,0.335583655,0.326526041,-0.185020494,0.224580772,0.242283518,2.365082396,4.616741292,7.098418606,-0.10511447
-0.59418197,-0.832951782,-1.297952712,-1.634132116,-2.275088942,-1.722136224,-5.591144407,-11.53987952,-20.81811792,0.082313797
-1.327949224,0.216689115,-0.387396881,-0.353612199,0.08533916,-0.83087315,-2.092911487,-2.962881185,-7.734465543,1.047687907
0.156190082,-0.386949751,0.484045113,0.940465998,-0.625998446,1.261775686,-0.13460084,0.815179758,1.243782909,-1.179657219
-1.511107337,0.38359345,-0.54395519,0.123107787,0.966856597,-1.07987831,1.017034754,-0.491984722,2.569567204,0.804265095
0.315900507,-1.772219942,-0.33124983,1.70921218,4.282810043,-0.906138896,2.789679469,5.735146336,12.45859179,-0.235801889
1.678631007,-1.177568454,-1.079644315,0.927480209,0.621198194,-0.54711692,-1.6549392,-3.177150146,-2.8800408,-0.341027137
0.253975378,-0.386690215,0.229534665,0.893863379,0.307876874,-0.358601378,-0.689268648,-0.867848659,1.410542958,0.719657649
-0.705616959,0.743243694,0.201998086,0.38568893,0.614276776,0.822770623,2.839180294,5.751815611,10.40964415,1.427990131
-0.472105384,-0.974570769,-1.512091726,-0.259291761,-0.499274073,-1.026983455,-1.7662832,-5.709988773,-7.105839431,-1.151169996
0.9031737,-0.273829636,1.238270694,-0.109778504,-0.428590471,-1.238664138,-0.019054249,-1.449338276,-0.30678945,0.381326189
-0.683527637,-0.886841515,-2.715979328,-1.528154471,-1.456666651,-2.491498015,-3.893981901,-13.50914023,-22.16022288,-0.661307998
0.387106034,0.534398893,0.506808731,0.195046302,1.85695145,0.766781722,3.983199688,7.767307636,15.9325604,-0.204507736
-0.269484131,1.906785928,-0.783938696,-0.084108901,1.247716746,-0.602584487,1.930107758,2.943167639,8.499367716,1.232404675
0.289228634,0.480636939,0.16568898,0.583196112,-1.491638068,-0.776391359,-1.286315673,-3.501788728,-4.03495792,0.342564411
1.519485591,-0.038735326,-0.968745913,0.266266993,-0.951007325,-2.408623297,-4.132988466,-7.159925105,-11.97603025,-0.227646382
-0.755155123,-0.095385646,0.898805488,-1.503376045,-2.33934655,1.637927887,-1.094162395,-3.198289582,-8.677556245,0.379915341
0.414185248,0.934268943,-0.087111876,0.49181949,2.077513347,-0.004949677,2.683449546,5.432268299,9.638864114,0.025866661
-0.141656776,0.257287923,-0.120027556,-0.668460569,-0.562973413,-0.697497451,0.562917288,-0.330913915,-1.963510128,-1.08173038
-1.487182658,0.701403685,-0.311600234,0.664782335,0.254182003,0.572317731,0.439986466,2.77480331,4.048042871,-0.160838165
0.770512465,-0.429064407,-1.583703294,1.707070905,1.369595964,-1.569265228,-0.802751437,-0.048234215,1.856458876,-1.504333303
1.651213599,-1.01748673,0.079264444,0.933488126,2.207446258,-0.740991713,1.407091063,2.538099573,6.531017546,-1.218350786
1.116340832,-1.147064824,1.020050627,-0.785901337,-2.374269034,0.843371904,-2.473593677,-4.286399832,-10.71282996,-2.499619258
0.046862343,0.848480466,0.737501305,-2.669165918,-1.969661968,-0.315979235,0.279896864,-2.955113432,-6.424707044,0.067185378
-0.689825102,0.423075636,-0.528966893,0.927540665,0.56624157,0.122501307,0.851335734,3.189689678,7.913948491,2.051457227
-1.184120166,0.103315645,-0.579428514,0.047257603,0.079741387,-0.732494942,-1.062909525,-3.400898328,-4.119866823,0.620700646
0.292738083,0.228590459,0.8129162,0.284150475,-0.754025269,0.85849993,-1.254594856,0.800205586,0.386579749,-0.388192457
-0.376659935,-0.909132069,-0.720141889,-0.209485321,0.740370786,-0.659293729,-0.775204159,-3.925696076,-6.830858636,-0.614937584
-0.246271123,0.391585868,-0.080101293,0.521610644,2.438323647,0.658795672,3.433875761,7.027046319,15.07710518,0.263564479
1.053698682,-1.209832817,1.418710016,0.24643239,-0.120593555,0.224157773,1.577042854,2.756230432,3.335592234,-1.32868248
-0.954211281,1.581523714,2.672224927,-0.944479074,-3.058943959,1.599222888,3.026912836,6.582534779,7.713769981,1.923099276
-0.752460064,-0.101655923,-1.572667242,-0.835485933,-1.486646811,-3.323228419,-3.071405041,-10.43253769,-14.49575766,-1.056266005
0.818460004,-0.43514295,-1.104114082,1.366801154,1.647200788,-0.120144378,-0.266140761,0.798547358,2.087765199,0.131274085
-1.369005745,-0.057470521,-2.5427551,0.452932567,-1.472351262,-3.360058434,-5.748802405,-12.03541985,-19.48079675,-0.354140892
0.391533913,0.077195119,-0.823216967,-0.737504678,0.610391328,0.679054907,-0.441526366,0.1892376,-0.681889992,-1.249618173
-1.190694778,0.575233149,-1.649554938,-0.243651211,0.571423575,-1.720355334,0.678920625,-0.323870673,0.358265772,-0.296524417
1.318142254,0.604537385,1.466050921,-0.482883744,-1.04057237,1.643417825,0.85634452,2.662583249,2.649750512,1.166153641
-2.065096186,0.644339429,-2.30216518,-0.957348169,-2.127428141,-2.710573249,-5.47601486,-12.33475572,-19.52799743,-0.20627589
0.780374926,-0.026239144,0.442001927,-0.634866549,-0.365813178,0.179782482,0.441504395,0.980784988,0.185489026,-1.454442324
0.585615291,0.529716935,2.449330107,-0.27921297,0.67353096,3.626834267,4.446166764,10.78088246,15.94882104,1.612350534
-0.11279603,0.230876886,0.859621198,0.344008523,0.27145164,0.0989493,0.974189488,2.338247374,4.500901412,1.065785627
-1.222866442,0.85195586,-1.135187175,-0.623353859,-1.58636051,0.735981528,-3.326024152,-4.155555094,-8.696281833,1.446625846
-0.492589768,-0.87058564,-1.37732939,1.867444809,1.700146454,-1.518627754,-0.057818701,-0.974647152,0.629904457,-2.684996264
0.612529769,-0.978959701,-0.631293119,1.364304723,-0.678020918,0.825913728,-1.990290861,-2.963495766,-5.330031446,-1.278383478
-1.902399529,1.393926858,-0.09650399,0.060796719,1.059892186,0.702162841,3.658747632,7.358795484,14.83290711,2.037547629
-1.529614275,-1.256453496,-3.610227622,2.029054471,1.254313818,-3.190962758,-2.392843502,-7.494560802,-7.524970846,-1.473486077
1.282986759,-1.638255744,0.253841988,-0.652031624,-0.507125172,-0.234152181,-0.627129354,-3.508045645,-8.303414268,-1.271065582
1.203555401,-0.351922003,0.705252619,1.005623059,1.021455287,0.271536632,0.105573892,3.78431473,4.974084255,-1.375830164
2.377404612,-1.468146468,-0.67619892,-0.458267129,1.783631526,1.073676903,-1.209198108,-1.851188695,-4.154349379,-2.339529389
-0.559864083,-0.143884058,1.512057161,0.459441578,1.176401341,-0.462614523,2.8775613,7.348777681,12.39519809,-1.441613909
-0.415884161,-0.241677777,-0.177567571,-1.210295884,-0.452193844,-1.146074156,-1.986432244,-5.862927523,-10.80828511,-0.163844836
-1.028567969,0.307420764,-1.181230404,0.864669025,1.348337997,-1.115948056,1.139203814,2.066050652,6.030112397,0.144598534
-0.808153507,0.035349355,0.611829914,-0.495176256,-1.462540749,0.889524736,-1.442929793,-3.345671334,-7.368239395,-0.84988506
-0.12399145,2.233732708,2.177591069,-0.869551294,-1.402083541,1.502412123,1.303378219,3.930182415,3.589981133,1.403907548
-0.309782985,2.887278282,1.284551758,-0.029810949,-1.005108224,0.863283062,2.363049433,6.025455359,9.439276205,2.671218709
0.512352595,-0.083951983,0.22308446,-0.032417502,0.861506663,1.858414282,-0.053191066,0.76385343,1.389983152,-0.707100847
-0.585644378,1.016521463,2.090679902,-0.113027985,0.501556063,2.11114031,3.794300679,8.796985918,13.1349668,0.452836209
-0.531845691,-1.088538934,-2.866404822,0.400796778,-0.225566677,-2.445728248,-3.846727162,-9.730661918,-14.37078915,-1.391292335
-1.076254951,1.213416565,-0.281889436,0.406161032,0.096847682,-1.884366122,0.868703189,-0.504564275,1.5519783,0.042213866
-0.402562357,0.920163555,0.14549045,0.424730088,0.346444872,0.660547744,0.894462369,3.049307239,4.63562351,-0.033998207
-0.574031661,0.356535062,-0.418705204,-1.063350746,-0.165400214,-0.623191643,1.308512755,0.036808589,1.391990293,0.069695231
-0.399712905,0.630722028,-0.168242921,0.406691064,-0.955850266,0.337456572,-1.393339127,-0.748371311,-3.208346058,0.694333518
-0.448815707,1.581417195,1.692373298,0.499624339,0.97165963,1.125750287,3.083386103,8.738194005,14.15323961,2.233367337
0.609051701,-1.846420433,-0.591577452,0.163437938,0.027984124,-0.366984087,-3.797657083,-8.244635511,-14.08155158,-1.901822248
0.067043741,0.052122063,-0.950130983,-1.826473831,-2.738563565,-0.247576846,-4.539910408,-9.624809776,-17.2067122,-1.610454856
-1.562372559,-0.201428023,-3.828860115,0.782411541,0.496269404,-3.787823314,-3.236819689,-10.69384578,-12.98210572,-1.333981564
-0.585995739,-0.406529807,-1.459041581,0.190813331,-0.7248275,-1.522755961,-3.057272672,-4.578623833,-8.593743063,-0.274686917
-1.090088251,0.391910175,0.371669271,0.370839539,0.012059666,1.076139247,0.197943199,2.150068869,2.795984952,0.668997672
-1.235978959,1.250492379,-0.060967643,0.408406916,1.465091061,0.341279107,2.555341448,5.760183708,10.8471002,3.304565429
-0.580970581,-0.122566735,-1.234056549,0.49822284,-0.299119205,-1.1264508,-0.262055352,-2.553598305,-1.341584754,-1.286112612
0.963952885,0.738588364,2.545085197,-1.161482925,-0.846310193,2.855072607,1.883944367,5.74702093,6.07941839,1.24042986
0.101115246,-1.500259909,-0.391504484,-0.421841226,0.428131277,-0.712397491,-0.736875947,-2.370150405,-4.560217743,-0.868686557
-1.485394197,-1.513515572,-2.498033695,0.377306358,0.791511633,-3.178468343,-5.424925063,-12.15226993,-17.95186117,-1.819238231
0.574842744,-0.225073701,0.170938214,0.076842442,1.118345771,-0.369128764,-0.064162474,0.901888299,0.193012238,-0.071649908
-0.594739179,1.611420713,-0.257510118,2.113885442,2.171379029,0.754691821,2.416949658,7.720272874,15.71734961,0.873117836
0.291228891,0.666966861,0.657663577,-0.173617488,-1.622402405,1.175019844,-1.787637524,-1.46719712,-3.065456072,-1.029464308
1.07751532,-0.209778736,1.868668609,0.032963131,1.112378164,2.96404668,3.152392462,9.407823129,13.68963461,0.78583134
0.449912017,-0.517321072,-1.55125811,0.605905599,-0.013985969,-3.329387148,-1.945844895,-5.816695458,-7.366002962,-0.477003181
-1.132049149,1.605797814,1.456771306,-0.833784462,0.416402874,-0.117118753,2.705477778,5.153930444,9.268946969,1.30732623
0.017730293,-2.554764038,-0.469519574,1.076948631,1.168028998,-0.418749257,-2.307698411,-3.283828224,-6.239000553,-4.512109862
0.311998662,-0.800950755,-0.614485248,-0.493387725,1.273291263,-1.586618319,-0.545069498,-3.082464659,-3.106755088,-0.951658296
0.373263603,-0.891549806,-0.489798857,-0.156354629,-1.10788122,-0.681406338,-3.079983471,-6.551079596,-11.2809336,-1.035239165
-1.660706193,0.601553588,-1.678909981,-0.386791937,1.419047561,-2.202597834,0.035967275,-0.669306581,0.965790531,0.827197337
1.155086777,-0.238012334,-1.454583457,2.696594696,1.034770484,-1.719823572,-2.921165201,-2.927254778,-2.758925835,0.133230081
0.076431042,0.486420282,-1.240075759,-2.003837505,-0.052115729,-1.99175163,-0.718438618,-5.733548882,-8.121231857,1.02900207
0.417306835,-1.299717082,0.759536325,0.987203598,1.546786003,0.070169743,3.197832535,4.525986291,9.152908982,-0.51145366
0.24278817,0.835934629,0.189114913,-1.270260486,-2.488733892,0.231617929,-3.050369101,-5.228925194,-11.57486504,1.490058324
-2.564494216,-0.394044757,-2.619599426,0.767383043,1.644708468,-1.683865047,-1.80830002,-3.126290074,-1.902262185,-1.889728146
0.151946419,-0.937072077,-1.89230996,0.743376996,-0.177630336,-3.240078743,-3.011800759,-8.377567082,-11.16341685,-0.292507428
-1.618985059,-0.535905551,-2.760074248,-2.03695674,-1.950479561,-2.494788587,-3.155671413,-13.10767656,-19.73582279,-0.192223001
0.080183899,0.002146007,-0.266685985,0.231357853,1.653431379,2.000697588,1.750744636,6.695961418,10.70794641,0.990033899
1.7515095,1.287540202,3.189001713,1.089537187,-0.882368823,1.699797477,4.01740633,10.59730477,16.39206216,2.907953289
0.577587154,1.028928207,3.010237729,-0.136440988,0.5183076,5.624207282,5.223044908,15.74543626,22.91539466,1.525332518
0.976879726,-0.134396683,0.978962103,-0.486577051,-1.074564794,0.69045831,1.359111089,1.108720935,1.262028797,0.623467166
0.92894123,0.239297719,0.194348964,0.442369597,0.758276822,1.806311654,1.956672297,5.897234587,9.121051787,0.251770183
